,JobId,job_descriptions,job links,job titles,Posted By
99,99,"Posted by
Danish Atique
ERP Project Manager -Odoo at Mr. Fabrics Pvt Limited
Send InMail
Must be able to understand complex database and proceed further with development.",https://www.linkedin.com/jobs/view/3109436053/?eBP=JOB_SEARCH_ORGANIC&refId=COq8bt%2BBKSX7DjtTsMCyFA%3D%3D&trackingId=Oak%2FSBIooO7VIH%2B4rjXVag%3D%3D&trk=flagship3_search_srp_jobs,Odoo developer,Mr. fabrics Pvt Limited
100,100,"BAT is evolving at pace - truly like no other organisation.

To achieve the ambition, we have set for ourselves, we are looking for colleagues who are ready to live our ethos every day. Come be a part of this journey!

BAT GBS PAKISTAN IS LOOKING FOR A FINANCE ASSOCIATE

FUNCTION Finance

LOCATION Lahore, Pakistan

ROLE POSITIONING AND OBJECTIVES

The Finance Associate will take responsibility for the preparation of the statutory and management accounting reporting process, and for the reasonableness of the various financial reports, which include financial statements, information package supporting various decision points from the reporting process.

The objective of this role is to meet their business objectives by providing quality general accounting analysis and overall business support for end markets.

Reports to Associate Manager

Reporting Level Individual Contributor

What You Will Be Accountable For
Serve as an independent contributor for a component of the Record to Report function inclusive of, General Ledger, Fixed Assets, Reconciliations, Month End Close, Statutory & Financial Reporting, Management reporting, Product Costing data integrity and quality.
Perform specific tasks allocated by the line manager in the area of integrity, quality and reasonableness of the management and statutory reporting process.
Assistance in preparation of various submissions of the management reporting unit as well as legal entity reporting requirements as per the deadlines and with the frequency set by the reporting process.
Identify material movements based on pre-established template
Perform analytical review on the financial statements.
CAN THIS BE YOUR FUTURE ROLE?
Have you collaborated closely with other Finance Shared Service Centre to provide high quality, timely management information to the business to provide end to end finance delivery for regions / areas / end markets?
Essential Experience, Skills And Knowledge
Accounting qualification
At least 2 - 4 years of experience in global FMCG or similar dynamic operating environment
Understand the impact of the accounting process and practice
Understand the platforms and analyse reports, identify issues and challenges within reports functionalities and data
Understand and apply relevant financial skills and knowledge
A good understanding and knowledge of relevant finance tools and systems, specifically BI/BPC, SAP or ERP equivalent
Able to drive projects and process improvements and handle a remote/virtual customer base model
Detail-oriented, analytical, proactive, and can work under pressure with minimum supervision
Knowledgeable in identifying risks and in implementing controls
BENEFICIAL
Strong Communication Skills.
Computer Literate SAP/Power BI/ Microsoft Excel
Improvement initiatives implemented and efficiency improvements demonstrated.
WE ARE BAT

At BAT we are committed to our Purpose of creating A Better Tomorrow. This is what drives our people and our passion for innovation. See what is possible for you at BAT.
Global Top Employer with 53,000 BAT people across more than 180 markets
Brands sold in over 200 markets, made in 44 factories in 42 countries
Newly established Tech Hubs building world-class capabilities for innovation in 4 strategic locations
Diversity leader in the Financial Times and International Women’s Day Best Practice winner
Seal Award winner – one of 50 most sustainable companies
BELONGING, ACHIEVING, TOGETHER

Collaboration, diversity and teamwork underpin everything we do here at BAT. We know that collaborating with colleagues from different backgrounds is what makes us stronger and best prepared to meet our business goals. Come bring your difference!",https://www.linkedin.com/jobs/view/3098313747/?eBP=CwEAAAGBLp2nXi2qXqvpEqKovDfvj9MmMD26dirVWRrFgIx4SYhMsL8scsT6mg0y9sZTb711CoA6-x7sFZefR4fWCPvzCin9QBwt-2UzwDwMc7nGranKCd869wtwzyK7-rIaJgUDPR2OorgwpE31MuND5xSqwxmugplRJdqg45V9onU2JIxz8ND7ixqc36KiIAkt9haeyq4XKefgNIkRXBmwFFHnxZe-XfueXDnGtsECdIA4P9Rw30PE3kuxN7byWwVwvoDIeHrmTc114BvN8Tk0idk9epm_01_J5b2M06ioyDUFFsWYnmFgwQmmbqvh1YOevYTbnZSFjS028NpOAtNtswZJ5QFC7BQhxauFOjYxHz3Y2qxn-fxKz9MRDR5N&recommendedFlavor=SCHOOL_RECRUIT&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=hAATl0g833zt9xZcyzPE0Q%3D%3D&trk=flagship3_search_srp_jobs,Finance Associate,BAT
101,101,"Posted by
Leanne Mei Silla
Sourcing Associate at Appen | Hiring for Global Part-time Opportunities at home | Add me as your Connection
Send InMail
Selfie Video Data Collection for #Urdu speakers in #Pakistan

Help improve AI technology for video recognition! Capture short selfie videos on your portable device with different accessories and lighting/environment. Join us now!
Requirements:
Able to access web-based tool via Android or iOS portable devices (no desktops allowed)
A Google account.
Urdu speakers living in Pakistan
Please follow the steps below on how to apply for the project:
1. Visit the Appen website using the link below:
https://connect.appen.com/qrp/public/jobs?sref=9340bc2df063310ad1983928ba38b40d
2. Choose Urdu (Pakistan) as your primary language and Pakistan as your country. Make sure to input all your native dialects when creating your profile in the system.
3. Complete the Registration page and click the Submit Application button to create your account
4. Once your account has been created, click the 'All Projects' Tab and look for this project.
5. Choose the ""Apply"" button to start your qualification to the project.
Don’t miss the chance to earn extra income working from the comfort of your own home. This is a great opportunity for you and your friends!
• Work from home with flexible hours
• You can work on our projects around your other jobs
• Appen is ranked as top 1 out of 100 companies offering remote jobs by Flexjobs.com
A diverse, inclusive culture is vital to our mission of helping build better AI. We offer opportunities for individuals of all abilities and backgrounds.
Thank you and we hope to work with you soon!
#innovation #technology #future #careers #data #artificialintelligence #hiring #jobsearch #jobseekers #deeplearning #workingathome #recruiting #job #datascience #ai #jobopening #homeoffice #openings",https://www.linkedin.com/jobs/view/3062277809/?eBP=CwEAAAGBLp2nXvr_QJ2vQMB_Cl0qWipy4TXLJHxhxpp7a8LAvDvtC6OfFOmFH-cEJmkFsd6SzKNdMZXyDydogJJl6j2fJuuGyqsdWU2T8VMY55mAyIlV9glPSd8zlR6XqUgo7ATevgZ2kGnLuI8o0quLrt-GsobzscvXNn0v6pW8DJ-DwUPfHc6nJR376fAxqxBFsbclC3E-BAZ_WXMzYU_Z1TdN5_OwfguxEvuObX0BL3dhMrPT1qztCPrSV74JhJsr9GBImXsFeijHQ6b_NeYS_At122akRGk8PY2rynaRoCYV5F7NGdrvpqVn3_K7cUDng-U-uNvWR__zRa2KFN0q3MB23HME98Ie513S02ElGPZ2-WIFVGhB7y_ox8y1&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=Qy%2BmF23NjNZtPeWVI4qldg%3D%3D&trk=flagship3_search_srp_jobs,Selfie Video Data Collection for Urdu Speakers in Pakistan,Appen
102,102,"About The Role

Zameen.com is hiring an “AM Affiliate Network Field ” for one of their fast-paced business unit in Lahore. Our ideal candidate will be able to align and execute Zameen's business strategy and bring together combined and cutting-edge solutions. Furthermore, the candidate should exhibit sound commercial knowledge, prior experience in dealing with Field Marketing best practices, excellent management skills, and an eye for talent.

Reports to
Functional reporting to Manager Affiliate Network (in HQs)/Administrative reporting to Regional Manager Sales (of the assigned region)

Job Overview
Responsible for overall Affiliate Network channel productivity in an assigned region; supporting function aligned with Sales Team to implement Affiliate Channel policies and processes; assist sales teams to achieve Affiliate Channel KPIs of each team member.

The ideal candidate is able to work effectively at scale and possess strong verbal and written communication skills, have an ability to prioritize tasks against tight timelines, demonstrate push-back and a sense of urgency, and have a practical, common-sense approach to solving complex problems.

Responsibilities

Implementation of Affiliate Network policies & processes for smooth sales operations
Addition of Affiliates in the existing network as per regional targets along with the Sales Team
Increase regional Active Affiliate base by assisting the Sales Team in the selection of new affiliates
Engagement of Affiliate Network in weekly meet-ups in the regional office on new & existing projects
Carrying out visits with/without Sales Team for on-spot evaluation of Affiliates
Arrangement of Business Connect Events as per activity planner and seeking approvals from AD Affiliate Network
Maintain close liaison with HQ Team to resolve operational issues of Affiliate Sales Team
Training & development of Affiliates on our system along with the Sales Team
Organize market visits of Affiliates as per planned itinerary
Assist Sales Team to vet Affiliates’ potential/business prospects
Closely monitor Affiliate Leads and analyze regional trends
Assist Sales Team to address Affiliates’ complaints as per company policy
Inform HQs regarding any deviations in policies & processes of Sales operations
Build effective relationships with Affiliates to motivate them to work continuously for Zameen.com through company events, Business Connects, seminars, and regular meet-ups
Conduct competition analyses and submit corresponding reports on a monthly basis
Cultivate harmony and a hand-in-hand approach to facilitate Project & Classified Sales teams collaborations


Required Qualifications

BA or related qualification regarding business management
3-5 years of hands-on experience.
Excellent analytical skills
Excellent presentation and communications skills
Ability to effectively follow up with the concerned stakeholders for closure
Hands-on experience with MS Office.

What we are looking for.
Highly motivated, goal-oriented, and self-directed individual.
Energetic, can-do attitude with a strong bias for action
Intellectually smart and have a good sense of humor
Collaborative team player and result oriented",https://www.linkedin.com/jobs/view/3107827299/?eBP=CwEAAAGBLp2nXlbtNh_vi7zoXGRh_3pWDAMHXMHut6G_lrIP6QS5h6zWYAylo1tCxpkUW1T4AN-g79jClUkM8f5h883Qlja6CVw1dMuYU6g48wBb8vd06CmhDaxQCqo7_euncYZ1cWX5hO0UmaM2bdCAhBnY2LbNXGolfhs7i20dJdaOqPiJGsrevQ290M4rbRXjaCsIWi-zng3U85gQz_LfJpmN7lshrKR8c10_yufBryv8LgfCBtHpoLiB5q_6Ek85e6gbbqBkF8eA5pnFa-2sS2_yS3YEz9DPXu0llcDUddBbH6Ya8QilTEusRHKx6f8QtxmJDMndv2eCVEWKmhN4GEjWZ-NZ0eExwfRn6wb4HsFXWwjiZkFVtrVfjTA1y-A&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=Gmfftv%2BFzO9rI%2BaV0elIGQ%3D%3D&trk=flagship3_search_srp_jobs,AM Affiliate Network Field,Zameen.com
103,103,"About This Opportunity

We are now looking for a Software Developer that will contribute to the creation of customer solutions. As a Software Developer, you will be involved in all phases of the software development lifecycle; working towards properly engineered information systems, containing software as the major component, to meet agreed business requirements.

You are responsible for ensuring that the delivered software components provide the necessary functionality and perform in accordance with the overall requirements as well as the customer’s expectations

What You Will Do
Develop SW detailed designs: Develop an implementation proposal based on the design requested from MMEA teams
Develops and integrates SW components: Perform code profiling by using appropriate tools to confirm coding compliance with application development standards and customer guidelines.
Supports component and system testing: Support the Installation and integration of software into the target environment
Verification and editing of SW component: Verification on the SW component when changes or updates are suggested or introduced to the Customer Solution
You will bring
Minimum 3 to 5 years of experience in Mobile development for Android and IOS devices.
Mandatory working experience working with JavaScript, REACT Native, REACT JS, C#, ASP.Net, GitHub/Gitlab, Microsoft Azure Cloud etc.
The candidate needs to be a full stack developer who can work both for Web and Mobile will be added advantage.
Good communication skills and the English language is a must.
This Job is a multi-geography hire and is open to hiring in Ericsson Turkey, Egypt, Pakistan, and Lebanon.

Why join Ericsson?

At Ericsson, you´ll have an outstanding opportunity. The chance to use your skills and imagination to push the boundaries of what´s possible. To build never seen before solutions to some of the world’s toughest problems. You´ll be challenged, but you won’t be alone. You´ll be joining a team of diverse innovators, all driven to go beyond the status quo to craft what comes next.

What happens once you apply?

Click Here to find all you need to know about what our typical hiring process looks like.

Encouraging a diverse and inclusive organization is core to our values at Ericsson, that's why we nurture it in everything we do. We truly believe that by collaborating with people with different experiences we drive innovation, which is essential for our future growth. We encourage people from all backgrounds to apply and realize their full potential as part of our Ericsson team.

Ericsson is proud to be an Equal Opportunity and Affirmative Action employer, learn more.

Primary country and city: Turkey (TR) || Pakistan : Federal : Islamabad || Egypt : Cairo : Cairo || Egypt : Cairo : Smart Village || Lebanon : Beirut : Beirut || Pakistan : Balochistan : Gwadar || Pakistan : Balochistan : Khuzdar || Pakistan : Balochistan : Qila Abdullah || Pakistan : Balochistan : Quetta || Pakistan : Balochistan : Sibi || Pakistan : Balochistan : Zhob || Pakistan : NWFP : Abbottabad || Pakistan : NWFP : Chitral || Pakistan : NWFP : Dera Ismail Khan || Pakistan : NWFP : Kohat || Pakistan : NWFP : Mardan || Pakistan : NWFP : Peshawar || Pakistan : NWFP : Swat || Pakistan : NWFP : Upper Dir || Pakistan : Punjab : Bahawalnagar || Pakistan : Punjab : Faisalabad || Pakistan : Punjab : Gujranwala || Pakistan : Punjab : Jhang || Pakistan : Punjab : Jhelum || Pakistan : Punjab : Lahore || Pakistan : Punjab : Multan || Pakistan : Punjab : Rahim Yar Khan || Pakistan : Punjab : Rawalpindi || Pakistan : Punjab : Sahiwal || Pakistan : Punjab : Sialkot || Pakistan : Sindh : Hyderabad || Pakistan : Sindh : Jacobabad || Pakistan : Sindh : Karachi || Pakistan : Sindh : Kashmor || Pakistan : Sindh : Larkana || Pakistan : Sindh : Mirpur Khas || Pakistan : Sindh : Nawabshah || Pakistan : Sindh : Sukkur || Turkey : Ankara : Ankara || Turkey : Istanbul : Istanbul || Turkey : Izmir : Izmir

Req ID: 669792",https://www.linkedin.com/jobs/view/3083688989/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=xFbpIfThj5texNp3nPIBNQ%3D%3D&trk=flagship3_search_srp_jobs,Software Developer,Ericsson
104,104,"Why Kyndryl
Our world has never been more alive with opportunities and, at Kyndryl, we’re ready to seize them. We design, build, manage and modernize the mission-critical technology systems that the world depends on every day. Kyndryl is at the heart of progress — dedicated to helping companies and people grow strong. Our people are actively discovering, co-creating, and strengthening. We push ourselves and each other to seek better, to go further, and we carry this energy to our customers. At Kyndryl, we want you to keep growing, and we’ll provide plenty of opportunities to make that happen.

Please be aware that we have the Kyndryl candidate zone hosted by IBM for a certain period. If you have applied for an IBM role previously, you will be able to log into the candidate zone using your previous IBM log in details. When in the candidate zone, you will be able to see your previous applications for both IBM and Kyndryl.

For further information on privacy, please visit www.kyndryl.com/privacy.

Your Role And Responsibilities
Works with Clients to define their Data and Cognitive Computing strategy and determine the Business Analytics value proposition. Designs and develops the business architecture of Cognitive Solutions from a business functional perspective. Translates Client requirements into analytics and technical specifications for the implementation of the IBM Cognitive Computing solution. Defines current and future operational scenarios (processes, models, use cases, plans and solutions) and works with Client using an agreed methodology to ensure proper translation of business requirements to solution requirements. Skills include requirements definition, definition of key metrics, leadership of the process and organization aspects of the cognitive computing program, governance, aligning solution processes with operational activities. Has deep understanding of the Industry or Domain area under discussion, is capable of developing the Use Cases for cognitive application independently and / or in consultation with the Client, and has ability to filter and select structured data and unstructured content that are input to a cognitive system for establishment of system corpus. Will be also required to train the Cognitive Systems using the Question / Answer pairs and help establish the ground truth for cognitive engagement system, leveraging their business knowledge.

Required Technical And Professional Expertise
YES

Preferred Technical And Professional Experience
none

Required Education
Bachelor's Degree

Preferred Education
None

Country/Region
Pakistan

State / Province
ISLAMABAD

City / Township / Village
Islamabad

Being You @ Kyndryl
Kyndryl is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. Kyndryl is also committed to compliance with all fair employment practices regarding citizenship and immigration status.

Other Things To Know
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Primary Job Category
Data Science

Role ( Job Role )
Data Analyst

Employment Type
Full-Time

Contract type
Fixed Term - Long Term

Position Type
Professional

Travel Required
No Travel

Company
(Y051) Kyndryl Pakistan (Private) Limited

Is this role a commissionable/sales incentive based position?
No",https://www.linkedin.com/jobs/view/3046186502/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=pqpJV3YdijEzlcGml8QAag%3D%3D&trk=flagship3_search_srp_jobs,Data Analyst: GTS Analytics,Kyndryl
105,105,"The Division

Outdoor Power Equipme nt - OPE is a group within Constellation Dealership. It is recognized as the leader in business management software for Outdoor Power Equipment dealers. Constellation Dealership provides a suite of market leading Software products designed specifically for dealerships. Over 2,000 dealerships across North America, United Kingdom, Ireland and Africa, rely on one our products to make their dealership more successful. We are a wholly owned subsidiary of Constellation Software Inc. Constellation Software is a leading provider of software and services to a select group of public and private sector markets. Constellation, manages and builds industry specific software businesses which provide specialized, mission-critical software solutions that address the needs of our customers.

The Position

The division is looking to hire two Interns/FreshGrads to be a member of its QA team. The selected Intern would progress from training to apprenticeship, to potentially a full-time permanent employment role in the Contour Software Lahore office, working as part of the resource-center team, as an extension of the onshore R&D team.

Required Skills & Experience
University degree in Computer Science, Information Technology, and/or related discipline.
New/Recent Computer Science & Software Engineering graduates are encouraged to apply.
Familiar with the software development lifecycle and software quality assurance & testing concepts.
Must have good programming/scripting knowledge and skills. Object-Oriented Programming is preferred.
Knowledge and exposure to writing and executing SQL queries.
Knowledge of automation testing tools is a plus.
Knowledge of different application types/architecture.
Ability to evaluate a system, understand complexities, identify weaknesses/bottlenecks.
Must have good analytical and problem-solving skills.
Excellent verbal and written communication skills in English.
Key Competencies
Attention to detail
Data collection, management, and analysis
Problem analysis and problem-solving
Planning and organizing
Judgment
Decision-making
Teamwork
Ability to think and work independently
Energetic and a ""can-do attitude
Exciting Benefits We Offer
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3068136709/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=Os5zZ09Lv5wwCSKMadkhFA%3D%3D&trk=flagship3_search_srp_jobs,SQA Trainee,Contour Software
106,106,"Unifonic is a customer engagement platform that enables organizations to delight customers with remarkable omnichannel experiences. By unifying communication channels, messaging apps, and chatbots, Unifonic streamlines conversations at every touchpoint throughout the customer journey.

Data Scientist

The Data & Analytics team at Unifonic is looking for a strategic and number-driven Data Scientist to take part in growing our analytical & insight capabilities to shape the future of our organization. In this role, your insights will tell us what we are doing right, what we are doing wrong, and what we should do next. You will work closely with the Data Analytics Senior Director to provide business recommendations anchored on data, facts, and insights. You will be working within a team of analytics experts, conceptualizing, designing, and building quantitative models, decision algorithms, KPIs, metrics, and other analytical products to enable cross-functional decision-making.

The successful candidate should possess an entrepreneurial mindset, a strong sense of ownership, no fear of getting their hands dirty, and a razor-sharp focus on getting things done.

The responsibilities of the Data Scientist include, but are not limited to:
Conceptualize, design, and implement machine learning modules, algorithms and analytical products focused on commercial problem statements.
Conceptualize required data pipelines in support of machine learning modules.
Deploy models in production environments for large-scale applications.
Source, cleanse, and analyze large disparate data sets.
Develop and maintain data science best practices across various departments.
Collaborate closely with Data Engineering and Business Analytics team members to build comprehensive business-focused solutions.
Develop a deep understanding of Unifonic’s unique set of problem statements across a diverse set of business processes.
Visualize and communicate recommended solutions in a humanely-friendly manner to business stakeholders.

Requirements
Bachelor’s degree in Quantitative Science: Statistics/Mathematics; Computer Science; or equivalent.
3-5 years of hands-on work experience in developing and deploying various types of analytical models.
Experience in Python with experience in common data science toolkits, such as NumPy, Pandas, PySpark, Scikit-Learn, Tensorflow, PyTorch, Keras, rasa, BERT, spaCy.
Extensive expertise in data science skills including SQL, R, hypothesis testing, data cleansing, data augmentation, data pre-processing techniques, dimensionality reduction, mathematics, probability, and statistics (e.g. conditional probability, Bayes rule, and Bayes nets, Hidden Markov Models, etc.).
Experience with techniques such as GLM/Regression, Boosting, text mining, social network analysis, Naive Bayes classifiers, SVM, Decision Tree, KNN, K-means, Random Forest, modeling and optimization, evaluation metrics, classification, and clustering.
Experience using distributed infrastructure components such as S3, Spark, Hive/Hadoop, etc.
Hands-on experience with data visualization/analytics platforms such as Tableau, Looker, PowerBI, or similar.
A successful history of manipulating, processing, and extracting value from large disconnected datasets.
Experience with ‘commercial’ problem statements such as user churn prediction, fraud detection, recommendation engines, margin optimization, or similar is highly desirable.
Excellent problem-solving skills.
Fluent in English with excellent writing/editing and verbal communication skills.",https://www.linkedin.com/jobs/view/3104986102/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=ja19WQB1OfsfUvKif2HIHQ%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist,Unifonic
107,107,"Why Kyndryl
Our world has never been more alive with opportunities and, at Kyndryl, we’re ready to seize them. We design, build, manage and modernize the mission-critical technology systems that the world depends on every day. Kyndryl is at the heart of progress — dedicated to helping companies and people grow strong. Our people are actively discovering, co-creating, and strengthening. We push ourselves and each other to seek better, to go further, and we carry this energy to our customers. At Kyndryl, we want you to keep growing, and we’ll provide plenty of opportunities to make that happen.

Please be aware that we have the Kyndryl candidate zone hosted by IBM for a certain period. If you have applied for an IBM role previously, you will be able to log into the candidate zone using your previous IBM log in details. When in the candidate zone, you will be able to see your previous applications for both IBM and Kyndryl.

For further information on privacy, please visit www.kyndryl.com/privacy.

Your Role And Responsibilities
Works with Clients to define their Data and Cognitive Computing strategy and determine the Business Analytics value proposition. Designs and develops the business architecture of Cognitive Solutions from a business functional perspective. Translates Client requirements into analytics and technical specifications for the implementation of the IBM Cognitive Computing solution. Defines current and future operational scenarios (processes, models, use cases, plans and solutions) and works with Client using an agreed methodology to ensure proper translation of business requirements to solution requirements. Skills include requirements definition, definition of key metrics, leadership of the process and organization aspects of the cognitive computing program, governance, aligning solution processes with operational activities. Has deep understanding of the Industry or Domain area under discussion, is capable of developing the Use Cases for cognitive application independently and / or in consultation with the Client, and has ability to filter and select structured data and unstructured content that are input to a cognitive system for establishment of system corpus. Will be also required to train the Cognitive Systems using the Question / Answer pairs and help establish the ground truth for cognitive engagement system, leveraging their business knowledge.

Required Technical And Professional Expertise
yes

Preferred Technical And Professional Experience
none

Required Education
Bachelor's Degree

Preferred Education
None

Country/Region
Pakistan

State / Province
ISLAMABAD

City / Township / Village
Islamabad

Being You @ Kyndryl
Kyndryl is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. Kyndryl is also committed to compliance with all fair employment practices regarding citizenship and immigration status.

Other Things To Know
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Primary Job Category
Data Science

Role ( Job Role )
Data Analyst

Employment Type
Full-Time

Contract type
Fixed Term - Long Term

Position Type
Professional

Travel Required
No Travel

Company
(Y051) Kyndryl Pakistan (Private) Limited

Is this role a commissionable/sales incentive based position?
No",https://www.linkedin.com/jobs/view/3046187542/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=%2FUCXZusGeaiXzNWCSVtDWQ%3D%3D&trk=flagship3_search_srp_jobs,Data Analyst: GTS Analytics,Kyndryl
108,108,"Snaphunt is a fast growing global remote hiring platform. We help almost 10,000 companies build global teams with remote talent across 91 countries.

Snaphunt's vetted talent solution 'Snaphyre' provides employers with access to vetted remote talent so that they can build their teams with ease. Towards this, we are looking for talented engineers interested in remote opportunities across multiple areas for our portfolio of clients.

The Role

You Will Be Responsible For
Designing and implementing new features and products while turning feature requests and product plans into technical blueprints.
Participating in the definition of programming objectives, the creation of deliverable timetables, and ensuring that the deadlines are met.
Producing, maintaining and modifying websites and user interfaces
Gathering and evaluating user feedback.
Ensuring websites are accessible across many platforms, including laptops and smartphones
Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.
Fixing any website issues or bugs that arise
Ideal Profile
You possess a Degree/Diploma in Computer Science, Engineering or related field.
You have at least 3 years experience, ideally within a Software Engineer role.
You have solid hands-on experience working with Python and in-depth knowledge of the Python Web Framework.
You possess strong analytical skills and are comfortable dealing with numerical data.
You pay strong attention to detail and deliver work that is of a high standard.
You are a strong team player who can manage multiple stakeholders.
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3 would be a plus.
What's on Offer?
Join a recently funded high-growth startup
Enjoy flexible working options",https://www.linkedin.com/jobs/view/3086226474/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=KN5eFHW%2FQAHYDjzptcIkFw%3D%3D&trk=flagship3_search_srp_jobs,Python Developer (Immediately Available),Snaphyre
109,109,"Posted by
Abuzar Hassan
Seeking new opportunities.
Send InMail
Our company is looking for an office assistant to be responsible for handling clerical tasks. You will be handling incoming phone calls and other communications, greeting clients and visitors, as well as managing files, updating paperwork and other documents, and performing other general office duties and errands.
In order for you to be selected as a candidate, you will need the ability to write clearly and be proficient with word processing applications. A pleasing personality with strong communication skills is also highly valued.",https://www.linkedin.com/jobs/view/3109459152/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=7rG0Q1mKTDB0Tja2CueUpQ%3D%3D&trk=flagship3_search_srp_jobs,Fresh graduates required for office work,Fragrance Land Business Group
110,110,"HTMA is a leading consultancy group with focus areas in mining, minerals, environment, SEZs and mineral exploration projects. An energetic person for handling projects and meeting deliverables as committed to clients. The ideal candidate needs to be self-motivated and willing to work in a challenging environment.",https://www.linkedin.com/jobs/view/3100703234/?eBP=CwEAAAGBLp2nXvF_tg1JAm3ChA4zMll-_I7HdIUnDjNpYMBanXNne_GHj7AcoT_8hhsmddp4wydC3aMydJ0OMGJI3l37YL05pS4v8Il2n9YEaSd2ito-divooANhCGdna-yfuuWfseY-Pnsfu7X7_xlqin12ZGrrOOGSxmfeh-ebs1aYt69uUXEf9r7FffdMe04YtB8v4QbDxlqxdhZOywFPe-39sbsJM6lAVlwhwXG0CWQY4JSg6HtaClJ_qdTgN-w9DQDcgcoFKb-xJjOI3jdvEehL7W_7pkKnAvLOByfDLawh6Y8znfL1FOn4idmarBbtzNUNQYsKJ7H8Omg8vuePw0Efm98CACiIjsEUSIri56iiaUNLmVDq4N3Z1JNrJVb8JB1AKH270jP-KYuWXl9fblKMio_v&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=3D2P73vMv1YmWsqvXf5CFw%3D%3D&trackingId=i8bIpobHGaUJI3FInETFPg%3D%3D&trk=flagship3_search_srp_jobs,Administration Assistant,HTMA Pvt. Ltd.
