,JobId,job_descriptions,job links,job titles,Posted By
44,44,"Posted by
Hajra Nawaz
HR Specialist at Eli Lilly and Company
Send InMail
Eli Lilly and Company is looking for candidates who are passionate about making life better for our customers and patients and who are suitable for a Medical Representative role based in Sialkot. The individual will be promoting Lilly products through the execution of effective calls to physicians and territory management, with the aim of maximizing the potential of these products in the market, while conveying the right company image among healthcare professionals. The Medical Representative will be employed by AGC Pakistan Pvt Limited.

Skills and Qualifications:
Graduated from a renowned university; business graduates are preferred
Strong analytical, planning and organizational skills
Proven ability to thrive in complex situations
1-2 years previous work experience (in pharmaceutical/Medical sales would be preferred)
Communication skills, and Agility to Learn
Strong Business Acumen
Valid Driver’s License

Interested candidates can also send their resumes at jobs@lilly.com

The deadline for accepting application is May 23, 2022.

We thank you for your interest in the opportunity; due to the receipt of numerous job applications, only candidates who are selected for the screening process will be contacted.",https://www.linkedin.com/jobs/view/3077006562/?eBP=CwEAAAGBI8JJYYsV2HCdVXIaCxmHbR5V2EL5FapcvurtWQF51miD-c8p5SE3HYTmM7zxmypo-wA1iYTQNfIkRT4dXIJynbKpNjgsIo7JNGL7TAszH46sOCp_pk3iDZyq4GiUF_-c7OBkcHmyJX1yTTgM_Ntw_AdkqpRJ0sTkUDvJSg_14HwTgYGVdhWOPlW1_T_tdMUSg_CLcpG2TRfroD5_pShGQRJR8lWHqqxu_cSMw10qXN6Rt0eVIh8ulWhWmAPyGGK-zyjM3gu54w_joDxsBoI5n_1seb_JzUZobxpUDpw3hOm-J6FHiDe6nv46dZt7hz6agbAYglt2Lton4EckGtND8zRL99hnCkWfimk_PheYmY18s3QiT6cFsOOag18Fxyja&recommendedFlavor=SCHOOL_RECRUIT&refId=k3ShWDjlfUVgw%2B0Rl%2B0eYA%3D%3D&trackingId=Rf0drqi%2BkGRG5tIdzC8Q5g%3D%3D&trk=flagship3_search_srp_jobs,Medical Sales Representative,Eli Lilly and Company
45,45,"Position Snapshot

Location: Nawabshah

Company: Nestlé Pakistan

Full-time

Position Summary

Responsible for being a key point of contact for all Sales Operations related aspects (e.g. Field Sales, Distributors and Customers) within assigned geographical ""Area/Territory"" and deliver set objectives/targets.

A day in the life of...

Ensure achievement of agreed targets/KPIs for the assigned rural territory
Develop and implement field sales plan for the assigned rural territory
Effectively Develop & Manage distributors and their operations by implementing stock norms at distribution with effective utilization of RTM
Responsible for PPP promotion & Demand generation activations in rural area such as consumer connects, sales promotion events and Door to Door samplings etc.
Responsible for development of entrepreneurial ventures Such as BISP women sales agent /Micro distributor /induction and sales training,
Responsible to provide quality and on-time information.
Collaboration with 3rd party resources/vendors for implementation of KPI at base

What Will Make You Successful
Bachelor’s degree in Sales/Marketing or business related field
1-2 years of experience in sales, and over this period has successfully delivered on KPIs
Capacity to understand all sales functional areas i.e. Channel & Category Sales Development (CCSD), Customer relationship, Distribution handling",https://www.linkedin.com/jobs/view/3103283611/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=k3ShWDjlfUVgw%2B0Rl%2B0eYA%3D%3D&trackingId=ce7TrYAxoKDU%2BG9LHKrWTQ%3D%3D&trk=flagship3_search_srp_jobs,Territory Sales Executive - Nawabshah,Nestlé
46,46,"Last Date to Apply: 8th June, 2022.

Employment Type: This is a summer internship program.

Duration: 6 weeks.

Location: Islamabad, Lahore, Karachi, Sukkur, Faisalabad and Peshawar.

Flexibility: Hybrid/On-site

Departments

Positions are open in the following departments:
Marketing
Product Development
Segments and Products
BI & Analytics
Channel Planning
Sales & Distribution
Circle North, South & Central

Why should you join Telenor?

At Telenor Pakistan, we provide you the platform to work in a challenging and rewarding environment to become a skilled professional in your chosen field of interest. As one of the top employers of the country, we enable you to realize your dreams in a collaborative environment of diversity and openness to new mindsets.

As an equal employment opportunity provider, Telenor Pakistan makes all decisions of employment purely based on merit irrespective of race, caste, gender, creed, color, religion, sex, national origin, or disability.",https://www.linkedin.com/jobs/view/3096640847/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=k3ShWDjlfUVgw%2B0Rl%2B0eYA%3D%3D&trackingId=5sgkFthXIRpjwpJU3jyd%2Bw%3D%3D&trk=flagship3_search_srp_jobs,Telenor Super Intern 2022 - Commercial,Telenor
47,47,"Posted by
sakina abbasali
HR Executive | Tech Recruiter | Talent Acquisition | HR Professional - Placement & Acquisition at HR Ways
Send InMail
Hiring for Pakistan's fastest growing Tech company that have built ourselves from the ground up with the staunch belief that customer satisfaction is key to the success and growth of our business.
We can help you realize your dreams and aspirations by providing you a level of transparency from the inception of the project to its delivery.
With thoroughly streamlined requirement analysis and agile development process, our team conforms to consolidated governance principles to maximize efficiency and derive value for your business


Responsibilities
1. Visit seller locations and upload/manage car listings for all assigned customers and coordinate with inspection teams for timely certification of vehicles.
2. Manage all incoming queries (calls, SMS, WhatsApp, etc.) for all assigned car stock and provide information to prospective buyers as well.
3. Generate business through proactive outreach to new customers via cold calling to arrange meetings with potential customers to prospect for business.
4. Quickly develop value-based business relationships with B2B customers.
5. Identify customer needs and requirements.
6. Function competently and competitively in a fast-paced environment.
Qualifications:
1. Bachelor Degree
2. Excellent communication and interpersonal skills
3. Demonstrable verbal and written communication skills
4. Ability to learn quickly and think analytically
5. Active listening skills
6. Excellent sales and negotiation skills
7. Persistent, hardworking and passionate
8. Comfortable with Word, Excel, PowerPoint, Internet, Email, etc
Skills:
1. Must be a team player.
2. Exceptional Communication Skills.
3. MS Word and Excel.
4. Must have great time management skills.
Benefits:
1. Bonus on Sales.
Employment Type: Full-time – Permanent
Timings: 11am to 8 pm
Job Types: Full-time,
Salary: From Rs20, 000 to 30,000 per month
Fuel 300 Per Day field visit.

About HR Ways: HR Ways is a Technical Recruitment Firm helping software houses and IT Product companies Internationally and Locally to find IT Talent. HR Ways is engaged by 150 + Employers ranging from world’s biggest SaaS Companies to most competitive Startups. Find out more at www.hrways.co

Helpful Links:
FAQs: www.hrways.co/faq
Jobs: www.hrways.co/jobs
Blogs: www.hrways.co/blog",https://www.linkedin.com/jobs/view/3100567796/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=k3ShWDjlfUVgw%2B0Rl%2B0eYA%3D%3D&trackingId=4zHCYweMLevh1bSV6J0XNw%3D%3D&trk=flagship3_search_srp_jobs,Sales Executive,HR Ways - Hiring Tech Talent
48,48,"Why Kyndryl
Our world has never been more alive with opportunities and, at Kyndryl, we’re ready to seize them. We design, build, manage and modernize the mission-critical technology systems that the world depends on every day. Kyndryl is at the heart of progress — dedicated to helping companies and people grow strong. Our people are actively discovering, co-creating, and strengthening. We push ourselves and each other to seek better, to go further, and we carry this energy to our customers. At Kyndryl, we want you to keep growing, and we’ll provide plenty of opportunities to make that happen.

Please be aware that we have the Kyndryl candidate zone hosted by IBM for a certain period. If you have applied for an IBM role previously, you will be able to log into the candidate zone using your previous IBM log in details. When in the candidate zone, you will be able to see your previous applications for both IBM and Kyndryl.

For further information on privacy, please visit www.kyndryl.com/privacy.

Your Role And Responsibilities
Works with Clients to define their Data and Cognitive Computing strategy and determine the Business Analytics value proposition. Designs and develops the business architecture of Cognitive Solutions from a business functional perspective. Translates Client requirements into analytics and technical specifications for the implementation of the IBM Cognitive Computing solution. Defines current and future operational scenarios (processes, models, use cases, plans and solutions) and works with Client using an agreed methodology to ensure proper translation of business requirements to solution requirements. Skills include requirements definition, definition of key metrics, leadership of the process and organization aspects of the cognitive computing program, governance, aligning solution processes with operational activities. Has deep understanding of the Industry or Domain area under discussion, is capable of developing the Use Cases for cognitive application independently and / or in consultation with the Client, and has ability to filter and select structured data and unstructured content that are input to a cognitive system for establishment of system corpus. Will be also required to train the Cognitive Systems using the Question / Answer pairs and help establish the ground truth for cognitive engagement system, leveraging their business knowledge.

Required Technical And Professional Expertise
YES

Preferred Technical And Professional Experience
none

Required Education
Bachelor's Degree

Preferred Education
None

Country/Region
Pakistan

State / Province
ISLAMABAD

City / Township / Village
Islamabad

Being You @ Kyndryl
Kyndryl is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. Kyndryl is also committed to compliance with all fair employment practices regarding citizenship and immigration status.

Other Things To Know
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Primary Job Category
Data Science

Role ( Job Role )
Data Analyst

Employment Type
Full-Time

Contract type
Fixed Term - Long Term

Position Type
Professional

Travel Required
No Travel

Company
(Y051) Kyndryl Pakistan (Private) Limited

Is this role a commissionable/sales incentive based position?
No",https://www.linkedin.com/jobs/view/3046186502/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=k3ShWDjlfUVgw%2B0Rl%2B0eYA%3D%3D&trackingId=a6i9fnzuimNMHYkx49q%2BeQ%3D%3D&trk=flagship3_search_srp_jobs,Data Analyst: GTS Analytics,Kyndryl
49,49,"Posted by
Raza Sarwar
GM Talent Acquisition & Outsource Services
Send InMail
Job Purpose
To ensure overall business direction through identification, planning of key strategic segments for tapping profitable & quality business opportunities and launching new innovative initiatives/ products for the assigned SME vertical. This position will be responsible for SME business planning, Budgeting, market/opportunity sizing, determine current and projected market potential in terms of revenue and keeping a keen eye on competitive analysis (in terms of products offering) for relevant SME vertical along with determining overall P&L of SME segment. Incumbent would be also responsible for establishing shot term, medium term and long term operational plan/road map in accordance with organizations short and long term business strategies WITH the objective of ensuring all targets are being met WITHIN the limits set broadly through the company`s strategic goals.

Responsibilities
SME Business Establishment: Establishment of the sales channel in North Region. Hiring and Maintain Sales Force as per approved headcount
SME Sales Revenue: Ensure revenue target achievement for North Region. Recurring revenue achievement through Product Mix. SME Indirect Sales Channel Revenue: Ensure Revenue target Achievement from North Region Channel Sales
Process Improvement: Sales Process Re-engineering to increase the efficiency and effective

Qualification
Minimum Graduate (Preferably in Business Administration)

Experience
1-2 years similar and 7 years overall Telco experience.
Good understanding of Telecom business and SME industry.

Only Shortlisted Candidates will be contacted
Last date to apply for the position is 9th May, 2022",https://www.linkedin.com/jobs/view/3106655950/?eBP=CwEAAAGBI8JJYX1lLHig_yYCrLYFN8UZzBQj0wh8tLBbQm5Yr3QkkSM9FUSfetwKrE2_iGvHGgraQ2-5Ggz1YPwWFH1TWh4W4WdWmMpw5stlhSh6PHHwqFOmUA90sSsMPi6QxgEeGnIV38uerpuGPR9ZEYbodNKDCItfqNxfrKUnTxLphIrzuHDKxo1AGumS00dxCFC6gLa2X32n384XXwKDdXXcE0cZEyktP9vPcVnU7e2guvaS_aO11aPpWbkGLLIO3X-BuqdB2EnJ4UjqxSrJSWDootl4H6l7SlLxzz4FuiJNkJphqFA5IVOkjs5JTv_2XMah9l0cuhFv9gUqLs-KhJ949sZkCI4Cqh0oVBKsG4mOiqpPc2k1bjEZSkQH2EUUJA&recommendedFlavor=SCHOOL_RECRUIT&refId=k3ShWDjlfUVgw%2B0Rl%2B0eYA%3D%3D&trackingId=tgzBbzM%2FwA6Y9wJELsMNnQ%3D%3D&trk=flagship3_search_srp_jobs,Regional Lead SME Sales,Ufone
50,50,"Posted by
Fahiza Arshid
HR Manager at Joblogic Service Management Software
Send InMail
About Company:

Established in 1998, Joblogic is the fastest growing UK-based SaaS Company, with offices in the UK, Pakistan and Vietnam. We have been in the business for over 20 years, currently enjoying significant growth and expanding our operations nationwide.
Joblogic is a leading industry in service management software, providing field service businesses (i.e, HVACR, Plumbing & Heating and Electrical Contracting and Maintenance) across the world with an all-in-one management solution SaaS / CRM. Our product delivers world-class software to aid in streamlining operations, increasing profitability, ensuring compliance and achieving rapid growth for all field service businesses.

Team Size: The Joblogic team is spread between the UK and Lahore offices and comprises 5 full-time product demonstrators, a Team Lead and a Team Manager. The Team members are assigned to a level of company size based on Mini, Micro and Enterprise level deals.

About the Role
As part of our ever growing sales team, you will be provided with booked prequalified demonstrations. The team member will be asked to carry out product demonstrations of Joblogic, whilst displaying benefits and the many cost savings. The team member will then prepare a proposal with a view to closing the deal. Joblogic stands out when it is demonstrated due to its balance of a beautiful user interface and powerful features, for this reason it is becoming ever easier to sell. A team member will have the chance to progress up to Enterprise level deals very quickly if they demonstrate an aptitude for closing sales. An Enterprise Sales Team member in the UK would be expected to be field based.

Job Responsibilities:

Carrying out product demonstrations to pre-qualified prospects
Preparing Sales Proposals
Required to meet the SLAs and hit Monthly, Quarterly and Annual Targets.
Keep calendars updated with calls/sessions and demos.
Update internal systems with all the relevant information related to each prospect, and schedule activities for follow-ups.
Nurturing client relationships through to deal closure by regular communication via phone and email
Negotiate deals with prospects
Liaise with other departments to ensure effective handover of customers
Stay updated on forthcoming product changes and releases
Proactively utilise other sales channels to promote Joblogic and generate their own prospects

Essential Experience and Skills:

Excellent communication skills
Excellent Computer / IT Skills
A proven track record of selling Saas
A proven track record of meeting and exceeding Targets
Outstanding negotiation skills
Someone who can demonstrate passion for the solution they are selling
Some who is ambitious and is looking to grow and develop their career
Ability to build relationships with prospects
Ability to work as part of a team as well as their own initiative

What we Offer:
Professional Working environment
Market Competitive Salary
Life Insurance & Medical Insurance (Including Family)
Provident Fund
Gym Facility
Maximum 45 Weekly Hours (Monday-Friday)
Remote Working (During Pandemic Situation)
Company trip
29 Annual Leaves.",https://www.linkedin.com/jobs/view/2992985803/?eBP=CwEAAAGBI8NiYJcyS6YenaWD4R_a3ww4eOQEfIyoyLHjbWP7s_-PqwDRYsB6xK-uOrAa_m3Js-rwHGQoReWDstv2cqMwHejNd3x5Qwa9xZ0GhjhELzR9hYS3gwaBVM_g2Iv452ptHAgIl_L49sOfQBc1ZMrEK-G78KUW4E7byRFbdw6XmS6f7cYpqAR_kcEBFwpRcI3SRFwas9EEScEzX3msy4s9ss9eUsvcp6Ql5kW-1jch7O8ytq2doqHIegWT2uOIGQxT7zCzn1RY_871ytaW76fXLrOKhZtbjjFifefscfCAegVvufUlxtVA_0N8iyF7iAHPDwnLnlXUtM6FTaCWRYWs5ZtRcb-0imUf1OL6zwT-TpZh08yXnEdNTEWXUJBLtcSf6ghPWey2fiRq7BkKiJo&recommendedFlavor=SCHOOL_RECRUIT&refId=9eLSj2jlQeR8j65fx1TJ6Q%3D%3D&trackingId=zrnyzKG6Cru2ABsa%2FtO2IQ%3D%3D&trk=flagship3_search_srp_jobs,Enterprise Sales consultant,Joblogic Service Management Software
51,51,"Posted by
Osama Adil PHRi℠, SHRM-CP
Sr. Human Resource Business Partner- HRBP at Zameen.com
Send InMail
Zameen.com is looking to hire a skilled professional for its ‘Assistant Manager Sales- Classified’ Division.

The applicant selected for this opening will be:
Responsible to deal with real estate agencies in the region
Handling accounts of on-boarded real estate agencies at Zameen.com
Responsible for paying client visitations, giving demonstrations, and closing deals
Responsible for achieving monthly, quarterly and annual targets
Further, he (or she) will be responsible for maintaining a healthy relationship management with clients at all times

Min. Education: Bachelor’s in Business/Marketing or a related field

Experience: 2-4 years in Sales/Business Development",https://www.linkedin.com/jobs/view/3078905123/?eBP=CwEAAAGBI8NiYPG8RgHATFz684CABZFdyTzy-2uWwKrqKfGwiywv6HqZW7ipvuY_M-rkl4z9neQDVncRk5kexMOpm_E-LaVCank3KdZW_Q6J0NevvmVOgsFWth-Jta-LhBV0Y7Fd7_lsungjl2v5AIFv_WBvWsuIifwYFocLn_gGKcJeofQK5dmAw3HFU8AIh_x8Kva_aT3C5dQZs8MjNMBgMSmhUjDr7Mti2fOnEiZr49JZ4O3tJdTgB2qHWauFawUAnpbmumAJCGbDJbteJtkBG3mzc13XdAPmyr-6BvaA0IO-MqSsDvjVbTFqJA5dmGyZ2JUIbzxwxjL9v1PZKEtfUBrS0jIP9IXd2YaAFzslMLozdVlg4twlh7JoZpi4&recommendedFlavor=SCHOOL_RECRUIT&refId=9eLSj2jlQeR8j65fx1TJ6Q%3D%3D&trackingId=1VynnhjMB1MSepQVyLABaA%3D%3D&trk=flagship3_search_srp_jobs,Assistant Manager- Classified Sales,Zameen.com
52,52,"TITLE: Senior Sales Officer, Animal Nutrition Ingredients

REPORTS TO: Senior Manager Textile Business

LOCATION: Faisalabad, Pakistan

Ingredion (Rafhan Maize) is hiring Senior Sales Officer who will work in close coordination with Senior Manager Textile Business to develop our current and future business growth strategies for the sale of Animal Nutrition Ingredients.

As Senior Sales Officer, Your Responsibilities Will Include

Business
Nationwide business management and development for Company’s Animal Nutrition Ingredients portfolio
Developing detailed situation analysis and strategy development plans including market size, market structure, competitive landscape and market share, channel to market, customer targets
Developing and implementing strategies for business growth
Marketing intelligence and pricing management as per market dynamics
Mapping of distribution channels to seed customers
Innovation
Value Creation and evaluation of new potential in poultry, livestock and aquaculture for business of Animal Nutrition Ingredient business
Closely working with R&D team for developing new projects for poultry, livestock and aquaculture
Rationalization of animal feed manufacturing techniques
Relationship & People
Forming long term effective relationship with customers of poultry, livestock and aquaculture
Creating better awareness on the usage of animal nutrition ingredients
Maintaining strong relations with industry, distribution, farmers and sales team for effective business growth
Remaining in touch with changing needs of the industry that include poultry, livestock and aquaculture to capitalize the opportunities
This Position Is Well-suited For You If You Have
Capability to explore / capitalize nutritional needs of animals, service to farmers, teaching and advisory services regarding use of animal nutrition ingredients
Working knowledge of Feed Formulations and feed ingredients portfolio is desirable
Strong capability of project management along with process management and problem-solving skills
Sound judgement and a willingness to resolve issues and problems in a timely manner
Result oriented mindset with sense of priority
Ability to multi-task and work under challenging environment / stress
Dedication and commitment to company work
Team player with the ability to manage stakeholders
Qualified Candidates Will Have
M.Sc Honors in Animal Nutrition; MBA is a plus
Strong technical background and a few years of experience in poultry, livestock and aquaculture
Good communication, presentation and interpersonal skills, self-motivated, punctual and energetic
English fluency, written and spoken
Computer skills with proficiency level
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

About Us

Rafhan Maize is an affiliate of Ingredion Incorporated, USA which has strong global presence with commercial and manufacturing operations in more than 60 countries of the world. Our strategy is a unique blend of volume growth and operational excellence. We are pursuing tri dimensional strategy to grow organically, geographically and by broadening ingredients portfolio.

If you are inspired by professional challenges and the rewards that come from a high level of performance, then Ingredion (Rafhan Maize) is the company for you. At Ingredion (Rafhan Maize) you can be a member of a globally connected team inspired to achieve great things.

We believe in the power of our people to work together to seize opportunities, overcome obstacles and exceed expectations. Each day, individuals make a meaningful difference in the quality of our products and the success of our technology and operations and, in turn, the quality of life for consumers.

Relocation Available:

Yes, Within Country",https://www.linkedin.com/jobs/view/3023495738/?eBP=CwEAAAGBI8NiYORs5o0TF9XJSLslRridAXffeN72zQIfUIbbmJNd7dGgR0R4GSfSLF75Coh8xE9i6hUkeD6ExC8bQYsIL4Oos7s3aupFBFA_U8nEecZ79ytJW4x7lZE04HR4jGBn7SiPoxPYA9_VGMa6mFRS113q7DPd1VkJD81LFIenKOBSdPSH8Y4ox_iUw1Yu-IEC2AUhLvFIAAaIjZxR-ZMq8oepNX7_HbjAzXIWrCquFOPc6gkh4At5SN33SQFDcZlm4VEY733ocMSCSFfLA27pX3pFohi6HT0J7QDkyNGQ9MpVj8EsRm9kEgRe9j8_aOVqhc5DzxVa6CQxydAHizOnby5o2RJcC-OJcxlRuMEBhSkLX6OirEOCOqr_&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=9eLSj2jlQeR8j65fx1TJ6Q%3D%3D&trackingId=JtT5KXajTOqakM%2FNu%2FvKiA%3D%3D&trk=flagship3_search_srp_jobs,Senior Sales Officer - ANI Business,Ingredion Incorporated
53,53,"TITLE: Senior Sales Executive, Industrial

LOCATION: Karachi, Pakistan

Ingredion (Rafhan Maize) is hiring Senior Sales Executive, Industrial, who will be responsible to create and manage customer accounts and work-out strategies and action plans to strengthen customer base. In addition, he / she will be handling customer technical queries as first response. He / She will also develop new business via new products / new customers and will be responsible to achieve sales goals in his/her area of operations.

As Senior Sales Executive, Your Responsibilities Will Include
Maintain baseline sales with all customers/region
Address customers basic day to day technical queries and issues
Keep update with competition and devise counter actions
Develop and maintain new products and customers prospects lists
Team player and demonstrate collective work to achieve growth objectives
Work on Innovation and Speciality Products Growth Drive of the company
Timely report the market trends to line management
Identify, anticipate and challenge future customer needs
Demonstrate understanding of the value delivered to customers through accurate quantification and effective communication with the customer
Develop strategic account plans which are shared and mutually agreed with the company and customer
Identify new growth opportunities and proactively liaise with marketing and business development team as appropriate
Identify key decision makers, influencers and gatekeepers in the customer’s organization and develop an effective network
Able to find new customers and increase customers database
Establish and maintain current and potential customers list
Deliver the sales revenues and profitability targets in line with Goal
Maintain last year sales baseline and work together with Business development team in identifying new opportunities for growth
Lead price negotiations and contract renewal process.
Work closely with customer service and Supply chain organization in managing customer forecast and demand planning process to fulfil customer’s requirements and deliver customer satisfaction
Advise customer on technical matters and handle basic technical queries and establish as one techno commercial contact point
Embed Ingredion’s company values in all ways of working
Contribute to strong alignment and relationships with internal stakeholders to drive best practice (e.g. Sales Excellence) and leverage on knowledge, resources and expertise from within the wider organization
Market intelligence- scan the market for competitor insights and suggest commercial conditions or products that can be developed or supplied from our portfolio to counter competition
Maintain opportunity pipeline at all times, using Salesforce.com and manual radars
This Position Is Well-suited For You If You Have
Good knowledge of paper, corrugating, chemical and allied industries
Strong commercial acumen with interest in technical
Good rapport building and relationship building skills
Interest in keeping up to date with latest developments
Strong communication & presentation skills
Strong analytical skills
Account management and negotiation skills
Strategic Sales planning and management
Qualified Candidates Will Have
BE (preferably Chemical or Industrial); MBA/MSc will be a plus
A few years of B2B commercial/ technical sales experience within manufacturing industry
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

About Us

Rafhan Maize is an affiliate of Ingredion Incorporated, USA which has strong global presence with commercial and manufacturing operations in more than 60 countries of the world. Our strategy is a unique blend of volume growth and operational excellence. We are pursuing tri dimensional strategy to grow organically, geographically and by broadening ingredients portfolio.

If you are inspired by professional challenges and the rewards that come from a high level of performance, then Ingredion (Rafhan Maize) is the company for you. At Ingredion (Rafhan Maize) you can be a member of a globally connected team inspired to achieve great things.

We believe in the power of our people to work together to seize opportunities, overcome obstacles and exceed expectations. Each day, individuals make a meaningful difference in the quality of our products and the success of our technology and operations and, in turn, the quality of life for consumers.

Relocation Available:

Yes, Within Country",https://www.linkedin.com/jobs/view/3023488735/?eBP=CwEAAAGBI8NiYFGBLenKsgVKclD0AUtPlmps6BdW9ia4foq7j2u9PaAtTuThKKjYMqa309GI0rq6qRP7jx2Am1tTtWNsfcvZYSM5pjwWFSkRPDg7DPpIc3ZK3v2s0WC-E2y-cX4Y54Nj6KNzQZgTFHFANWsxiyQ0p_obk53Bgg5d9QLkQx1PIGEDjQKMAWccD2AyWtM1qFZhwarzODe05w93CFkko0LoeehZFtdWJEH4bOWiHK8HqqxLunka0pUVAiXAYuSbkdEIG_fneBRTj5C0aAROmhFbLhWsL4FOPvGB5TIvEsjeFrnuin8p1knwZ4PEtrv5RXmN8-ZrwbSAraLbeuCrvZ5AmkzXqRLGPlcrbxpmdQD3ftFER03smtfS&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=9eLSj2jlQeR8j65fx1TJ6Q%3D%3D&trackingId=Qwh6qtELW8My5zmuU9EAiw%3D%3D&trk=flagship3_search_srp_jobs,Senior Sales Executive,Rafhan Maize Products Co. Ltd.
54,54,"POSITION: Data Analyst Intern

LOCATION: Remote

SCHEDULE: Part-time (10-20h/week)

About Brainnest

The business management and training company headquartered in Bremen, Germany. We are a success-driven firm that provides management advisory and contracting services customized to help companies from different industries with business management problems. Brainnest runs, leads, and manages complex projects and initiatives. We have begun from scratch when a network of professionals, Ph.D. holders, and highly skilled personnel bring to a business table their practical and academic years of experience to form up a concrete blueprint on which the company has been designed. Since 2020, we offer a combination of expertise, proficiency, and commitment leveraging our deep industry experience, along with using analytical rigor to drive outstanding results for businesses. We proudly provide top-class consulting and training services for a wide range of industries around the world. A well-equipped team, advanced tools, and modern methodologies are some of what we correctly utilize to offer our clients what makes them the best in their fields.

Our team is looking for a Data Analysis Intern to join them in the upcoming weeks. This position is great for an aspiring data analysis professional looking to work on business-critical projects and gain relevant work experience.

Your Profile
Strong communication skills with the ability to discuss any issues with a wide variety of individuals and groups
Capability to produce content on time, with attention to detail, and an emphasis on identifying and pitching to a target audience
A well-organized team player with the ability to perform various tasks, act individually, and think creatively
Familiarity with Microsoft applications and Zoom
Willingness to learn and develop data analysis skills
Competitive and proactive attitude
Fluency in English
You Will Learn How To
Get started with business analytics, including accessing and integrating the right data and constructing a data map
Prepare data, explore it visually, and describe it using statistical methods
Think and talk like an analyst
How to collaborate with others in different roles to get the data you need
Turn information into a work of art and intrigue your audience
Use a powerful set of business analytics tools to create and share visualizations with others in the organization
Make smarter, data-driven decisions
Interpret the data you see, find the data you need, and clean the data to work effectively with data
Work with data, including how to import data, work with flat files such as CSV, and create data sets for others
Use predictive tools in business analytics that can help companies make better decisions
Use business analytics tools and techniques to leverage sales data and help organizations get more leads, close more deals, and ultimately increase the number of customers
At Brainnest, we’re committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We strive to be a more equal opportunity workplace.",https://www.linkedin.com/jobs/view/3092805700/?eBP=JOB_SEARCH_ORGANIC&refId=9eLSj2jlQeR8j65fx1TJ6Q%3D%3D&trackingId=nKi%2FEGYzVv341cbCxELAtg%3D%3D&trk=flagship3_search_srp_jobs,Data Analysis Intern (Remote Internship - Analyst),Brainnest
