,job_descriptions,job links,job titles,Posted By
23,"It's fun to work in a company where people truly BELIEVE in what they're doing!

CureMD's revolutionary health technology simplifies clinical decision making, streamlines administrative operations and ensures compliance to industry standards, ultimately helping physicians do what they do best: save lives. Established in 1997, CureMD is head-quartered in New York, USA, with a thriving R&D facility in Lahore, Pakistan.

CureMD aspires to be an organization that caters to the needs of diverse healthcare individuals that our product and technology serve. We believe that in addition to hiring the best talent, a strong sense of values, creative ideas and diversity in cultures leads to the creation of better products and services.

CureMD’s software engineers develop the next-generation solutions that change how healthcare users connect, explore and interact with information and one another. We’re looking for engineers who bring fresh ideas related to healthcare domain. As a software engineer, you will work on CureMD’s product, with opportunities to switch teams and collaborate as our fast-paced business grows and evolves. We need our engineer to be versatile, display leadership qualities and be enthusiastic to take on new problems as we continue to push our technology stack forward.

We hire people with a broad set of technical skills, who are ready to take on some of technology’s greatest challenges and make an impact on a large number of users. CureMD engineers work in a Scrum Team by living CureMD values to take product pride by delighting our users through delivering reliable, efficient, scalable, secure, and empathic user experience.

Minimum Qualifications:
BS degree in Computer Science or Software Engineering.
01 - 08 years of experience in software development in Microsoft based, one or more general-purpose programming languages.
Experience working the following technologies: web application development, HTML, CSS, JavaScript/JQuery, ASP.NET, SQL, WCF, Web APIs, Version Controlling and Application Security.
Experienced in using tools including: Visual Studio, SQL Server, Team Foundation Server.

Preferred Qualifications:
IT healthcare domain knowledge will be preferable.
O/A levels background will be preferred.
Detailed knowledge of the IIS/Web server.
Interest and ability to learn other coding languages as needed.
Working proficiency and communication skills in verbal and written English.

Required Skills:
Best coding practices
Unit testing skills
Excellent OOP skills
Strong understanding of Design Patterns.
Good problem-solving skills
Web Application security

Responsibilities:
Design, develop, test, maintain and improve the software.
Manage individual project priorities, deadlines and deliverables.",https://www.linkedin.com/jobs/view/3063194197/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=j91Ksq6RoqJ2iYogjDaSpQ%3D%3D&trackingId=uyjLYDf9o8RZ6oSmQ%2FIAgA%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer,CureMD
24,"Posted by
Eitan L.
Working at a technology company
Send InMail
The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.
Responsibilities
Analyze raw data: assessing quality, cleansing, structuring for downstream processing
Design accurate and scalable prediction algorithms
Collaborate with engineering team to bring analytical prototypes to production
Generate actionable insights for business improvements

Qualifications
Bachelor's degree or equivalent experience in quantative field (Statistics, Mathematics, Computer Science, Engineering, etc.)
At least 3 - 5 years' of experience in quantitative analytics or data modeling
Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms
Fluency in a programming language (Python, C,C++, Java, SQL)
Familiarity with Big Data frameworks and visualization tools (Cassandra, Hadoop, Spark, Tableau)",https://www.linkedin.com/jobs/view/3020926203/?eBP=JOB_SEARCH_ORGANIC&refId=j91Ksq6RoqJ2iYogjDaSpQ%3D%3D&trackingId=NnO%2FdOyEyohMih5YD8KVwQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Scientist,Marine Global
25,"At Careem we are led by a powerful purpose to simplify and improve lives in the Middle East, North Africa and Pakistan. We're pioneering the development of innovative services to aid the mobility of people, the mobility of things and the mobility of money.

We're in the driving seat as we help to define how technology will shape progress in some of the fastest-growing countries in the world. Our teams are building tech to meet the needs of the future in areas including data and AI, e-commerce, technology-enabled logistics, maps, identity, and fintech.

We’re well placed to solve complex and meaningful challenges at scale, with deep tech expertise, strong regulatory relationships, a local presence, and increasingly specialised global teams which are structured to operate as autonomous start-ups. Our team of over 400 engineers and developers are empowered to develop cutting-edge technology every day.

Careem was established in July 2012, became a wholly-owned subsidiary of Uber Technologies, Inc. in January 2020, and today operates in over 100 cities across 12 countries.

About Careem

Careem is the internet platform for the greater Middle East region. A pioneer of the region's ride-hailing economy, Careem is expanding services across its platform to become the region's everyday Super App. Careem's mission is to simplify and improve the lives of people and build an awesome organization that inspires. Established in July 2012, Careem operates in over 100 cities across 13 countries and has created more than one million employment opportunities in the region. Careem became a wholly-owned subsidiary of Uber Technologies, Inc. in January 2020.

About The Team

The Infrastructure Engineering team is a huge family of over 50+ engineers who enable the engineering teams across Careem to easily and quickly develop, deploy, monitor and operate software on a managed infrastructure that is reliable, efficient and scalable. This role will require you to support the Infrastructure team’s engagement with internal stakeholders as well as other squads with-in the team itself being part of InfraOps squad.

The Infrastructure Operations (InfraOps) is one of the key squads that make up the Infrastructure Engineering team. As part of our team you will ensure seamless operations of one of the biggest Infrastructure platforms in the region. You’ll be responsible to work alongside other engineers to automate operations, management and governance of our Infrastructure platform to simplify day-to-day life of all of our Infra users

About The Role

We are looking for a Devops Engineer for our Infrastructure Operations (InfraOps) squad. We believe that a successful candidate for our team has experience with one or more Cloud platforms, knowledge of DevOps philosophy and best practices, good command over scripting languages (bash/python) and ideally some exposure working as part of CICD or platform team working with tools / delivering solutions to improve developer’s experience. If you believe you have what it takes, then we’d love to hear from you

What you’ll work on day-to-day basis ?
You will be working on initiatives and collaborating on cross-team projects from the design phase to production rollout while adhering to operational excellence standards
You will support engineering team in the needs, with an approach of building self-service tooling and automation wherever possible
You will be involved into processes of systems design and configurations, deployment management, uptime monitoring, Infra KPI analysis and Infra security
You will be responsible for building and enforcing standardized governance processes across Infra platform to drive Engineering Efficiency & Reliability
You will build systems to provide monitoring and metrics to bring centralized visibility across the Infra platform to the teams
You will participate in on-call rotations and help improve our incident response
You must have
2 - 4 years of experience as DevOps Engineer, Cloud Infrastructure Engineer or similar role
Strong Unix or Linux background, including topics around network stack and scripting
An “automation-first” mindset and knowledge of scripting (Python / Bash)
Experience with Cloud Infrastructure (AWS preferred)
Experience analyzing and resolving performance, scalability and reliability issues
Familiarity with infrastructure automation (Infrastructure as Code)
Familiarity with containerization concepts (Kubernetes, Docker Swarm or Mesos)
Experience building and using monitoring and alerting systems
Effective communication and collaboration skills: have the ability to drive and promote technical partnerships across teams
Nice to have
Incident response and/or incident management experience
Experience on other DevOps topics such as monitoring, CI/CD, networking, security in a large scale environment is a plus
Expertise and experience in developing, operating and troubleshooting Kubernetes clusters and/or other highly available systems at scale
Strong hands-on with one or more programming / scripting languages: Go, Python, Java, Bash
Strong Experience with infrastructure automation (Infrastructure as Code)
Experience with centralized logging architecture and toolings like ElasticSearch, Loki
What do we offer you?

Working in an international environment with colleagues from 70+ nationalities, ownership culture, flexible working hours, unlimited (paid!) holidays and the latest technologies.

Careem gives equal opportunities. All aspects of ownership including the decision to hire, promote, discipline, or discharge, will be based on merit, competence, performance, and business needs. We celebrate diversity and are committed to creating an inclusive environment for everyone.

What we'll provide you

As a Careem Colleague You Will Be Able To

In addition to a competitive long-term total compensation with salary and equity, we have a reward philosophy that expands beyond this.
Be part of a Remote-First organisation
Work from any country in the world for 60 days a year
Use Unlimited Vacation days throughout the year
Access fitness reimbursements for health activities including: gym, health club and training classes.
Work and learn from great minds
Create impact in a region with untapped potential
Explore new opportunities to learn and grow every day",https://www.linkedin.com/jobs/view/3067182695/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=893eHhAebluKr8FgRvGS%2FQ%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer I,Careem
26,"We are changing the automotive industry in Pakistan, we are changing how millions of Pakistanis buy and sell cars and bikes, how they make their decision, how they do their research, etc.

We Are Looking For An Android Engineer With
1-3 years of industry experience in Android development
Exceptional proficiency using Java or Kotlin programming language.
Strong motivation to drive impact by making product improvements or experience with product infrastructure, performance optimization, app size reduction.
Experience with making product decisions based on data and A/B testing will be a plus.
Proactiveness, good communication, and fast learning.
Strong analytical thinking.
Responsibility：
Responsible for developing PakWheels Android apps, writing high quality, and maintainable code.
Closely work with product managers, designers, and other engineers to build the user interface, run A/B test and iterate the product based on the data analytics.
Responsible for performance optimization in PakWheels Android apps.
Improve the code structure and architecture in the codebase.
PakWheels.com was formed in 2003 and has become the largest community-based automobile website in Pakistan with more than 500,000+ registered car and motorcycle enthusiasts. Around 40 Million pages are viewed on the site every month, with people searching classifieds, researching about brand new cars and motorcycles, discussing auto-related issues with other members, sharing information, pictures, videos, etc.",https://www.linkedin.com/jobs/view/2859911017/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=7dQAxqK7Ui6N1WhroO2ftw%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer - Lahore,PakWheels.com
27,"Posted by
Rao Abu Bakar
Student at University of Engineering and Technology, Lahore
Send InMail
We are looking for a shopify expert who can manage our store.And also have knowledge of Seo.So he can manage it perfectly.job is evening time from 5 pm to 1 am .Good salary package will be provided.",https://www.linkedin.com/jobs/view/3069179469/?eBP=JOB_SEARCH_ORGANIC&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=YJrV7WXomy4IOKg24YSB%2Bw%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer,Abode
28,"Posted by
Bushra Hafeez
Assistant Manager Human Resources at The Pakistan Credit Rating Agency
Send InMail
Key Expertise:
JavaScript developer who is proficient with React.js
Laravel / MVC framework knowledge would be an advantage
Responsibilities:
Developing new user-facing features using React.js
Building reusable components and front-end libraries for future use
Translating designs and wireframes into high quality code
Optimizing components for maximum performance across a vast array of web-capable devices and browsers
Can handle and execute the projects independently
Qualification & Experience:
MS/BS degree in Computer Science, Software Engineering or Computer Engineering/ IT from reputed university
Ideal candidate should have experience of 1-2 years",https://www.linkedin.com/jobs/view/3066327579/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=DvAya0lf7jLsLOBvUG1%2B%2FQ%3D%3D&trk=flagship3_search_srp_jobs,Software developer React.js,The Pakistan Credit Rating Agency Limited [PACRA]
29,"Posted by
Husam Shublaq
Chief Technology Officer, CISO at Alexa Translations
Send InMail
Job Summary:
At Alexa Translations, we build trust. Since 2002, we have grown our reputation in the language services industry by forging long-term relationships in the legal, financial, banking, technical and government sectors, delivering customized and premium service. We have an unwavering dedication to client experience; provide translation quality and expertise clients can trust and have the ability to meet the requirements of large and complex translation projects. Helping our clients reach their business goals is the foundation of our success.

In 2019 we launched Alexa Translations A.I. which is a revolutionary language technology powered by artificial intelligence. It provides high-quality, sophisticated and real-time translation of the complex, industry-specific text, particularly for the legal and financial services sectors. Alexa Translations A.I. is a powerful tool that integrates seamlessly with Alexa’s suite of services, increasing the speed and efficiency of our exceptional team of translators.
We are looking for an experienced Machine Learning Engineer to develop our next-generation intelligent translation and translation-related service engine, using machine learning and natural language processing techniques. You need to implement algorithms by fast prototyping and work with the software team to deploy the solutions. We expect our Machine Learning Engineer to have excellent skills with Python and its machine learning / natural language processing libraries, and have working experience with both structured and unstructured data. Working knowledge of Web development is also desired.

Qualifications:
You MUST have the following:
Bachelor in Computer Science, Computer Engineering, Machine Learning, or Statistics.
4+ years of hands-on experience in applied machine learning, predictive modelling and analysis, statistical analysis and data mining experience
At least 3+ years of hands-on experience with data science, big data, and data engineering
Must have worked with popular Python ML/DL tools/libraries such as Scikit-Learn, OpenNMT-tf, Pandas, NumPy, etc.
Solid understanding of foundational statistics concepts and ML algorithms: linear/logistic regression, Random Forest, boosting, XGBM, k-NN, Naive Bayes, Decision Trees, SVM, etc.
Excellent theoretical as well as practical knowledge of deep learning architectures such as LSTM, RNN and CNN and Transformer based models
Deep understanding of fundamental as well as latest concepts pertaining to NLP and NLU such as word2vec, glove, BERT, GPT and T5 models.
Hands-on experience of working with deep learning libraries such as Tensorflow/PyTorch.
Algorithm and model development experience for large-scale applications.
Solid understanding and practical experience of containerizing Deep Learning models for deployment purposes in a scalable manner.
Excellent organizational, communication and interpersonal skills, must be able to listen and understand the question and develop and deliver clear insights
Ability to quickly and positively adapt to change.
Self-starter who can manage their time effectively and has the interest of integrating into a team of passionate, able to manage and prioritize workload.
You will make a STRONG candidate to have the following in addition to the above:
At least 3+ years of hands-on experience with Tensorflow/Pytorch
Hands-on experience of Tensorflow serving or Pytorch Serving
Have prior experience with MLOps such as MLFlow
Hands-on experience with various big data technologies in one or more ecosystems (AWS or Microsoft Azure)

Responsibilities:
Collaborate closely with the software team to improve the internal processes, and integrate the Machine Learning models into our products and services.
Clean raw data in order to prepare training datasets using tools such as BiCleaner.
Train translation models using different architectures and tools.
Evaluate machine translation models on the different test datasets and compare different models in terms of translation quality and translation speed, follow up with additional analysis reports.
Build, train, and evaluate other Machine Learning models related to translation.
Serve deep learning-based translation models using the latest serving technologies.
Deploying deep learning-based translation models at scale.
Assist in designing and building business intelligence tools for machine translation and documents accordingly.
Perform regular maintenance and updates on our tools in order to deliver the best results using the newest technology.",https://www.linkedin.com/jobs/view/3046557174/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=ewxcQ27ywRIeq1WFMwYOZA%3D%3D&trk=flagship3_search_srp_jobs,Machine Learning Engineer,Alexa Translations
30,"Unique Computing is an AI Startup that provides analytics insights in Big Data platforms, using Data Science, Artificial Intelligence, Machine Learning, Deep Learning, Natural Language Processing, Audio/Video processing providing interactive and responsive visualization as well as integration into enterprise software. The founding team includes Ph.Ds. and master’s level terminal degrees in technical areas from esteemed universities in the USA and decades of experience delivering turnkey projects for the world's largest clients and having US patents.

For more information visit https://unique.computer 

The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers. 
 Responsibilities
Analyze raw data: assessing quality, cleansing, structuring for downstream processing
Design accurate and scalable prediction algorithms
Collaborate with the engineering team to bring analytical prototypes to production
Generate actionable insights for business improvements

Qualifications
Bachelor's degree or equivalent experience in a quantitative field (Statistics, Mathematics, Computer Science, Engineering, etc.)
At least 1 - 2 years of experience in quantitative analytics or data modeling
Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms
Fluency in a programming language (Python, C, C++, Java, SQL)
Familiarity with Big Data frameworks and visualization tools (Cassandra, Hadoop, Spark, Tableau)
Data Science background such as Artificial Intelligence, Machine Learning, Deep Learning, Optimization, Natural Language Processing, Image Processing, Voice Processing, Video Analytics.
Blockchain technologies such as Ethereal, Solidity smart contracts, Ethereal Virtual Machine, LLL, and IPFS.
Big data Architecture, Technologies, Cloud Computing, NoSQL Databases.",https://www.linkedin.com/jobs/view/2895806197/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=E4UMh1q1LEzQrkdqt3H%2FZA%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist,Unique Computing LLC
31,"At Careem we are led by a powerful purpose to simplify and improve lives in the Middle East, North Africa and Pakistan. We're pioneering the development of innovative services to aid the mobility of people, the mobility of things and the mobility of money.

We're in the driving seat as we help to define how technology will shape progress in some of the fastest-growing countries in the world. Our teams are building tech to meet the needs of the future in areas including data and AI, e-commerce, technology-enabled logistics, maps, identity, and fintech.

We’re well placed to solve complex and meaningful challenges at scale, with deep tech expertise, strong regulatory relationships, a local presence, and increasingly specialised global teams which are structured to operate as autonomous start-ups. Our team of over 400 engineers and developers are empowered to develop cutting-edge technology every day.

Careem was established in July 2012, became a wholly-owned subsidiary of Uber Technologies, Inc. in January 2020, and today operates in over 100 cities across 12 countries.

About The Role

At Careem, our mission is to simplify and improve the lives of people and create an awesome organisation that inspires. We started by improving transportation in the MENAP region, then expanded into food delivery, groceries and payments. We are now building the region’s premier Super App to further simplify and improve people’s everyday life and bring our services and the services of trusted partners to our Customers.

We built the first multi-billion dollar tech startup in the MENAP region. We operate in 100+ cities across 13 countries.

Join us as we solve some of the most difficult problems that our region faces at scale while creating stellar experiences for our Customers, Captains (drivers) and Merchants. You will have a chance to work on cutting edge technology and with a diverse set of talented individuals across many geographies.

By applying here you will be considered for multiple similar positions within Careem across several teams and if you are successful we will match you to the best fit role based on your career and personal preferences.

What you'll do
Work closely with other engineers on the team to build highly scalable and robust backend applications and services.
Write high quality, performant and reliable code while working on defined tasks/bugs independently.
Work independently to understand functional specifications and deliver complete features.
Participate in the on-call rotation and be willing to jump in and help resolve any incidents within the defined SLA.
Participate in team agile and engineering practices and contribute to their continuous evolution.
Basic Qualifications
4+ years of professional software development experience.
Bachelor's Degree in Computer Science or other related technical field.
Working experience with at least one modern object-oriented programming language such as Java, C#, C++, Golang, Kotlin.
Working knowledge of Computer Science fundamentals including: object-oriented design, data structures and algorithms.
Experience operating online systems reliably including deploying changes to production in live systems.
Preferred Qualifications
Master's Degree in Computer Science or other related technical field.
Experience with Java Spring, Golang and Cloud platforms such as Azure, Google Cloud Platform and AWS.
Experience working with container technology including Docker and Kubernetes.
Experience working with relational and non-relational database systems.
Experience applying professional software engineering best practices, including coding standards, code reviews, source control management, build processes, testing, and operations.
What we offer
Meaningful work in a purpose driven organisation.
Competitive compensation including equity.
Unlimited vacation.
A remote-first work environment.
Fitness reimbursements for health activities including: gym, health club and training classes.
A diverse and inclusive environment with colleagues from 80+ countries.
What we'll provide you

As a Careem Colleague You Will Be Able To

In addition to a competitive long-term total compensation with salary and equity, we have a reward philosophy that expands beyond this.
Be part of a Remote-First organisation
Work from any country in the world for 60 days a year
Use Unlimited Vacation days throughout the year
Access fitness reimbursements for health activities including: gym, health club and training classes.
Work and learn from great minds
Create impact in a region with untapped potential
Explore new opportunities to learn and grow every day",https://www.linkedin.com/jobs/view/3067185071/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=tiHWZXEpSR5ud1jU1rtOng%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer II,Careem
32,"Overview

Arkhitech is seeking talented Software Engineer with Ruby on Rails experience that enjoy building advanced internet applications, designing great APIs, and mentoring junior developers.

Major Duties & Responsibilities
Cultivating engineering best practices within the web group, and, in conjunction with other senior engineers, company wide.
Collaborating with other technical leaders to analyze complex feature requests and suggest implementation strategies.
Estimate the time required to complete the work and provide quotes.
Performing moderately complex product design, systems analysis and programming activities requiring research.
Conducting unit testing (including mocking as needed) and integration testing on software.
Mentoring junior engineers, and defining our engineering standards.
Adhering to Arkhitech's policies, standards and procedures in the performance of job duties.
Other duties as assigned.
Qualifications
Undergraduate or Graduate degree in Computer Sciences.
1+ years of experience in Ruby on Rails with strong emphasis on MVC and OOP.
Experience with Agile development process and engineering best practices like continuous integration and unit testing.
Understanding of performance and security issues, and their solutions when designing web-based applications.
Excellent technical judgement to know when to use an off the shelf solution, and when to make a custome one.
Good verbal and written communication and presentation skills.
High energy level with strong motivation to meet delivery deadlines.
Key Benefits
Competitive salaries
Bi-annual performance bonus
Accelerated learning and career growth!",https://www.linkedin.com/jobs/view/2953924084/?eBP=JOB_SEARCH_ORGANIC&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=AL9dGNRo6TBrPHxWrsBZFg%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer - Ruby on Rails,Arkhitech
33,"The Division

Collain Healthcare is the innovation leader in Long Term and Post-Acute Care with multiple patents for the only EHR developed for Skilled Nursing Facility and Senior Housing providers in the value-based care era. Collain is also the only provider in the sector with Interoperability solutions and services that have connected over a million unique patient lives including for Health Plans, ACOs, Hospitals and Integrated Delivery Networks.

The Position

We are looking for a Software Developer to work out of the Contour Software Lahore resource center office, as an extension of the division-based R&D department.

What Your Impact Will Be
Design, develop, maintain, and support software for healthcare facilities, using Delphi 7, C#, .NET, Oracle and SQL Server.
Demonstrate proficiency in the technology, language, and development environment needed for the project.
Desired Skills and Responsibilities:
Bachelor's Degree in Information Systems, Computer Engineering or equivalent technical Degree; or equivalent combination of education and experience.
3+ years of software development experience using C#, Angular and Delphi 7.
Ability to develop in multiple programming languages including Delphi 7 ,C# and Angular.
Experience with object-oriented design and development principles.
Experience interacting with MS SQL Server and Oracle databases, T-SQL, PL/SQL, stored procedures.
Experience with reporting software Fast Report VCL.
Excellent verbal and written communication skills.
Problem solving and analytical capabilities. Ability to troubleshoot technical problems and perform (or identify) potential resolutions.
Ability to make good judgment calls.
Ability to work effectively in a fast-paced, high volume, deadline-driven environment.
Ability to read and understand existing software code and how it works.
Candidates should have hands-on experience working with Delphi 7, C# and Angular.

Nice To Have
Experience in n-tier client/server architecture and design is a plus.
Experience with using Rem Objects middleware is a plus.
Experience in n-tier web-based architecture / service-oriented architecture and design is a plus.
Experience with reporting software FastReport.Net is a plus.
Experience with reporting software Digital Metaphors Report Builder is a plus.
Experience developing and consuming web services is a plus.
Exciting Benefits we offer:
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3053913500/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=YjHaGCtQ%2BcIE2RQPZdM6uA%3D%3D&trk=flagship3_search_srp_jobs,Software Developer,Contour Software
34,"The Division

Vortx offers mobile commerce solutions, site hosting for large or small business, custom e-commerce systems integration, traffic analytics, search engine optimization, revenue-generating, self-install widgets for your site, and so much more. But best of all, we stand alongside you with as much dedication to your site's success as if it were our own.

The Position

We are looking for a Software Developer to work out of the Contour Software Karachi/Lahore/Islamabad resource center office, as an extension of the division-based R&D department.

Required Qualifications & Skills
College or university degree in computer science or related discipline, or equivalent experience
3+ years of experience developing Enterprise level applications using the C#, Asp.net MVC, Razor platform
Good frontend development skills using HTML5, CSS3, jQuery and VueJS.
Must be able to work independently and in collaboration with others
Ability to organize and prioritize work to meet deadlines
Strong organizational skills
Able to multi-task or be able to handle more than one project at a time
Excellent technical, analytical and problem-solving skills
Quick learner, good oral and written communication skills
Positive team attitude
Exciting Benefits We Offer
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3053908996/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=xKwjpl%2FPW76DngqMkdNI5A%3D%3D&trk=flagship3_search_srp_jobs,Software Developer,Contour Software
35,"The Division

Gallery Systems , a division of Constellation Software Inc., has been providing collections management software and web publishing solutions to the finest cultural institutions throughout the world for over 30 years. Gallery Systems clients include many of the world's most important museums, corporate and government archives, and private collectors.

The Position

Gallery Systems, Inc. is looking for a Full Stack Java Developer to join our web development team to work on new development projects. In this position, you are responsible for using Java and JavaScript programming languages to develop both the front and back-end of our products. Our ideal candidate has a bachelor’s degree or equivalent technical certification in computer science and experience in building mid to large scale enterprise software applications.

Primary Responsibilities Include
Self- starter requiring minimal supervision with prior experience working remote in a fast-paced environment.
Full lifecycle application development using SDLC best practices and security standards
Design, code and debug software in an Agile Scrum environment
Timely and accurate completion of Sprint responsibilities
Proactively identify, trouble shoot and solve complex mission critical problems
Effectively collaborate with the chief architect, developers, product owners and other leads across teams to understand and develop per established core system standards.
Integrate new software solutions with existing systems.
Comfortable with phone and video collaborations to accurately communicate requirements, design, architect and build applications remotely with other team members.
Required Skills
Bachelor’s degree or equivalent technical certification in computer science is required
4+ years of relevant experience in Java Full Stack development
5+ years progressive application development and integration experience, supporting medium to larger sized applications.
Experience in digital asset management, multimedia management and media warehouse management are required.
Analytical problem-solving skills with a high-level attention to detail is required Experience building RESTful web services is required
Experience with media management applications such as ImageMagick is a plus
Experience using Dojo Toolkit 1.x is a plus
Experience using JIRA, Balsamiq and Confluence is a plus
Excellent spoken and written English is essential
Minimum Knowledge, Experience, And Education Required For The Job
Education: Bachelor's degree or equivalent in Computer Science, Engineering or related
Experience: 4+ years of related IT experience in Java, JavaScript, CSS, HTML, GIT, Subversion, Linux, Spring, Apache Tomcat, Apache HTTP Server, SQL Server, Dojo Toolkit 1.x and DevOps
Exciting Benefits We Offer
Market-leading Salary
Medical Coverage - Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3017483152/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=gJh8ByfBN7IRlnld%2FTSURw%3D%3D&trackingId=Y9sZL8C33vGrZ26QMTe23g%3D%3D&trk=flagship3_search_srp_jobs,Software Developer,Contour Software
