JobId,job_descriptions,job links,job titles,Posted By
10,"Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.

Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?

Responsibilities:
Responsible for multiple internal web front-end projects.
Coordinate with product manager to research and improve the UX/UE/UI.
Continuously improve the page responsive speed and guarantee the program's compatibility and efficiency.

Requirements：
Solid foundation of web tech stack, familiar with HTML/CSS/JavaScript/ES6/TypeScript/NodeJS;
Solid Foundation of programming, algorithms and computer basics, good coding style, strong hands-on ability;
Familiar with MV* architecture, Familiar with Flux single data flow architecture, and at least familiar with react or VueJS;
Familiar with some common web application frameworks, such as ant design, element-ui etc.
Familiar with one of CSS pre-compile tools, such as: sass, less;
Familiar with frontend responsive layout;
Familiar with configuration of webpack/babel/eslint tools and etc. Knowing their mechanism;
Familiar with http protocol, Familiar with web related security protections (cookie, XSS, csrf etc.);
Familiar with git, have experience in CICD is a plus;
Understanding IOS and Android mobile development is preferred.

Working at Binance
Do something meaningful; Be a part of the future of finance technology and the no.1 company in the industry
Fast moving, challenging and unique business problems
International work environment and flat organisation
Great career development opportunities in a growing company
Possibility for relocation and international transfers mid-career
Competitive salary
Flexible working hours, Casual work attire",https://www.linkedin.com/jobs/view/3069608165/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=otU9HPm2hwxqhEffDtcqNA%3D%3D&trk=flagship3_search_srp_jobs,Web Frontend Developer - Internal System,Binance
11,"Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.

Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?

Responsibilities:
Implement new user-facing features in Binance’s products which have a huge amount of PV everyday
Write client-side code to create super-fast, easy-to-use, web-based applications which include website for both desktop and mobile browsers, hybrid in-app pages and desktop applications based on Electron
Optimize web applications to maximize speed and scale
Build libraries and frameworks that support complex web applications, speedup development efficiency and improve code quality

Requirements:
Studying or completed a Bachelor's Degree or higher in Computer Science (or related field)
Able to use GIT
Experienced in Vue.JS/React.JS, CSS3, HTML5
Familiar with Webpack and NPM
Basic Knowledge of Redux or VueX
Basic Knowledge of RESTful API

Working at Binance
Do something meaningful; Be a part of the future of finance technology and the no.1 company in the industry
Fast moving, challenging and unique business problems
International work environment and flat organisation
Great career development opportunities in a growing company
Possibility for relocation and international transfers mid-career
Competitive salary
Flexible working hours, Casual work attire",https://www.linkedin.com/jobs/view/3069602640/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=4ped0JE5yUYkOxWUshWRCA%3D%3D&trk=flagship3_search_srp_jobs,Frontend Developer - Risk,Binance
12,"The Division

Job Description

Constellation1 is the leading provider of truly integrated technology, media and data solutions to real estate franchisors, brokerages, agents and MLS organizations and associations. We're clear about what we want to do: Innovate in real estate. Not in pursuit of some larger business strategy, but in pursuit of making this industry our industry better. We don't just sell technology. We work closely with clients and partners to identify problems, develop solutions and uncover opportunities.

The Position

We are looking for a Front-End Developer for the development and maintenance of our new TMS eSign product line, which is used by real estate organizations. The hired candidate will be located and work out of the Contour Software Lahore office, working as part of the resource-center, as an extension of the division-based R&D department.

Required Qualifications And Skills
Bachelor's degree from an accredited college or university or a certificate from a technical training institute.
4 - 6 years In-depth knowledge and experience in JavaScript, JQuery, Bootstrap, Problem Solving skills, HTML 5, SCSS/CSS, Prototyping software, Responsive designs, conceptually and practically.
Experience of consuming REST APIs and HTTP methods.
Practical knowledge with different design concepts.
Nice to Have:
Experience with either .NET Framework and/or .NET Core
Experience in developing REST APIs.
JavaScript/jQuery animations.
Worked on distributed and multi-tiered applications.
Understanding of SQL Databases and SQL analysis and tuning.
Working with application performance monitoring systems.
Exciting Benefits We Offer
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility [Karachi & Lahore only]
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games [Karachi & Lahore only]
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3053907956/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=h0yj8OS3bGacfd08orlzOQ%3D%3D&trk=flagship3_search_srp_jobs,Front End Developer,Contour Software
13,"Posted by
Mansoor Saleem
Technology Brainz
Send InMail
We deliver our customers peace of mind every day by helping them protect what they value most. Our passion for placing the customer at the center of everything we do is driving a transformational shift at our client Company Technology Brainz

Operating as an Agile team as a USA based company, we are on the front edge of an IT transformation for how people work and deliver solutions. Our passion for placing the user at the centre of everything we do is driving our incremental approach to software feature development and delivery.

Job Description
Position: ReactJS Developer

Below is the Job Description
We are looking for a JavaScript developer with minimum 4+ years of professional experience, who is proficient with ReactJS. Your primary focus will be on developing user interface components and implementing them following well-known ReactJS workflows (such as Flux or Redux). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is important. Responsibilities

Developing new user-facing features using ReactJS
Building reusable components and front-end libraries for future use
Translating designs and wireframes into high quality code
Optimising components for maximum performance across a vast array of web-capable devices and browsers
Skills

Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
Thorough understanding of ReactJS and its core principles
Familiarity with newer specifications of EcmaScript
Experience with data structure libraries (e.g., ImmutableJS)
Knowledge of isomorphic React is a plus
Familiarity with RESTful APIs
Knowledge of modern authorization mechanisms, such as JSON Web Token
Familiarity with modern front-end build pipelines and tools
Experience with common front-end development tools such as Babel, Webpack, NPM, etc.
Ability to understand business requirements and translate them into technical requirements
A knack for benchmarking and optimisation
Familiarity with code versioning tools {{such as Git, SVN, and Mercurial}}
Job Skills
AngularJS/ReactJS/VueJS/
HTML
CSS
Bootstrap
Job Details
Industry:
Services
Functional Area:
Software & Web Development
Total Positions:
5 Positions
Job Shift:
Night Shift 5pm to 2am
Job Type:
Full Time/Permanent Site based
Job Location:
Lahore, Pakistan
Gender
No Preference
Minimum Education
Bachelor
Career Level
Experienced Professional
Minimum Experience 3 years


Salary Range: 120,000 to 200,000",https://www.linkedin.com/jobs/view/3066555614/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=s0guVNVmW5hhiQfmtl0v3w%3D%3D&trk=flagship3_search_srp_jobs,Frontend Developer,FitMatch Consulting Group
14,"Posted by
Zameer Ullah
Amazon FBA Private Label Consultant
Send InMail
Z SQUARE SOLUTIONS is looking for a PHP developer.
Location : Islamabad

We are looking for a PHP developer who is dedicated to his/her craft, takes pride in the code he/she writes and can hit the ground running. We need you to write beautiful, fast PHP to a high standard, in a timely and scalable way that improves the code-base of our products in meaningful ways. You will be a part of a creative team that is responsible for all aspects of the ongoing software development from the initial specification, through to developing, testing and launching.

Technical Skills
• 2-3 years of experience in web development and software design
• Creating/customizing various web applications in Laravel, CodeIgniter and Core PHP.
• Responsible for Developing High-Quality Web Applications, Admin dashboards and PHP Scripts, APIs.
• Front end Experience (Plus point)
• Experience with Mobile development team
• Strong knowledge of RESTful APIs, JQUERY, AJAX, JSON, HTML5, XML, CSS3, JavaScript, GIT.",https://www.linkedin.com/jobs/view/3062101332/?eBP=JOB_SEARCH_ORGANIC&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=pxAvsYpL1HZdza2XYBxr9w%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer,ZSquare Solutions
15,"Cialfo is a leading platform connecting students, higher education institutions and counselors through technology driven solutions. Launched in 2017 with a mission to make education accessible to 100 million students, Cialfo provides a range of mobile and web solutions to students, K-12 institutions and higher education institutions. We’re one of the fastest-growing edtech startups in the region, consistently charting new heights!

Join our hardworking engineering team, who all aspires to enhance their technical skills to innovate real-world solutions in an ever-changing EduTech landscape. We welcome individuals who challenge themselves with crafting our world-class products and engineer next-generation software.

Job Description

We are currently looking for a Frontend Developer who has an obsession with JavaScript and has an understanding of clean UI/UX design. Self-starters who believe that the sky is the limit, please read on.

As a frontend developer at Cialfo, you're deeply technical and hands-on. You'll work with our entire engineering team, working in tandem with the business development and customer success teams to grow our college application platform for scalability and performance.

This is a remote role. You will be based in your home country. Once or twice each year we will bring you to our Singapore HQ to work in-house.

Responsibilities
Building the user interface of a platform that makes it easy to deploy enterprise solutions and grow to millions of users.
Writing automation test cases for Web using various frameworks.
Delivering simple yet robust software solutions by collaborating cross-functionally.

Requirements
3+ years of front-end development experience.
Strong proficiency in core JavaScript, CSS, HTML5 and Angular.
Experience working with RESTful APIs or GraphQL, micro-services.
Experience in Angular12 is highly preferred.
Proven skills in developing modern responsive web applications. Please include in any of your CodeSandbox or Github profiles.
Familiarity with technologies such as distributed computing and/or scalable platforms; e.g. how to separate concerns (business logic vs UI vs state).
Comfortable working in an Agile work environment with an incredibly fast pace and a large degree of independence.

Benefits

Exact benefits vary depending on your location. That said, all full-time Cialfo employees receive the following benefits:
Paid Annual and Medical leaves
Flexible working environment
Medical Health Insurance
and more...",https://www.linkedin.com/jobs/view/2880923021/?eBP=CwEAAAGAqxgKIymLsg_gThIC9MPy0jduGu4cvIypQDVI_dd4OyJO_XsYgAsMyhnaAfD3ScJtbC1yA2lsEWeIBj5Xnk5az4gU58G07V13yZgRbluNffWU9xvKiT_yfAUJ3ohIM0oGbkvFPb7PKoVSv0I45krrZw4Q-4qAJfXSoD9MzOSdHkqguEcZ7ucAbMBhFb5EF6k_nvGYBWEWB0TjlWNwgIMor9Kls9dM95hwyO6jGDBRonzEEeibNOSo63m63ZcrSCJpm7MRPupuLjU1wEH4P22UoBv2OqI78ldd0QzqCT_EoyU4avNeAOFd43ZaAFvQuqXYBQPskAEJPnVzP-qyC-ytxwCIe2jaLXDdIk3QinNNXLYmHBydwRUOnjj-REM&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=vjGYseQcGhhQxNBtfjz32Q%3D%3D&trk=flagship3_search_srp_jobs,Frontend Engineer,Cialfo
16,"Posted by
Waheed Asghar
Principal Software Engineer | Team Lead | .net Core | Blazor server | Blockchain | NFT Minting
Send InMail
Hi , We are a startup with multiple projets in pipeline and looking for an enthusastic developer to take over most of the development leads.
Ideal Candidate would have
1) 1-2 years of experience in .net core Web API
2) 1-2 years of experience with Reacjs
3) Solid understanding of SQL/Mongodb etc.
4) Punctual
5) Bachlors digree desired not must .

Nice to Have:
1) React Native experience

What we offer
1) Above Competition salary
2) Oppertunity to learn from seniors having more then 10 years in industry.
3) Oppertunity to grow faster with a startup .
4) Amazing working atmosphere with competetions and so On .",https://www.linkedin.com/jobs/view/3068579761/?eBP=JOB_SEARCH_ORGANIC&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=9gA%2FMuLeD3iqp%2FkeKkpL0A%3D%3D&trk=flagship3_search_srp_jobs,.Net Core Web API / React Developer,MMW TECHNOLOGIES
17,"Posted by
Mohsin M. Khan
Career Coach | Consultant | Educationist | HeadHunter | HR Professional | Project Manager | Startup Expert | Trainer
Send InMail
Designing client-side and server-side architecture
Building the front-end of applications through appealing visual design
Developing and Managing well-functioning databases and applications
Writing effective APIs
Testing software to ensure responsiveness and efficiency
Troubleshooting, debugging and upgrading software
Creating security and data protection settings
Building features and applications with a mobile responsive design
Writing technical documentation
Working with data scientists and analysts to improve software",https://www.linkedin.com/jobs/view/3068832839/?eBP=JOB_SEARCH_ORGANIC&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=hwuTkGMHtYx1ZJH0Oi59Yg%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer (Full Stack),LearnOBots
18,"We are looking for programmers with a keen eye for design for the position of front end developer. Front end developers are responsible for ensuring the alignment of web design and user experience requirements, optimizing web pages for maximum efficiency, and maintaining brand consistency across all web pages, among other duties.
Front end developers are required to work in teams alongside back end developers, graphic designers, and user experience designers to ensure all elements of web creation are consistent. This requires excellent communication and interpersonal skills.
Front End Developer Responsibilities:
Determining the structure and design of web pages.
Ensuring user experience determines design choices.
Developing features to enhance the user experience.
Striking a balance between functional and aesthetic design.
Ensuring web design is optimized for smartphones.
Building reusable code for future use.
Optimizing web pages for maximum speed and scalability.
Utilizing a variety of markup languages to write web pages.
Maintaining brand consistency throughout the design.
Front End Developer Requirements:
Degree in computer science or related field.
Understanding of key design principles.
Proficiency in HTML, CSS, JavaScript, and jQuery.
Understanding of server-side CSS.
Experience with graphic design applications such as Adobe Illustrator.
Experience with responsive and adaptive design.
Understanding of SEO principles.
Good problem-solving skills.
Excellent verbal communication skills.
Good interpersonal skills.",https://www.linkedin.com/jobs/view/3062721781/?eBP=JOB_SEARCH_ORGANIC&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=hr%2BQzM%2BBd5ZKCG9RqK7UOA%3D%3D&trk=flagship3_search_srp_jobs,Frontend Developer,Bell MedEx Medical Billing RCM Services
19,"Posted by
EEE Solutions
EEE Solutions is an emerging engineering, energy and enterprise consulting firm.
Send InMail
PHP Laravel Developer Certified

SourceCode is looking For Senior PHP developers.


EEE Solutions looking for sharp and motivated PHP developers who have good hands-on experience. The candidates will work in a team to design, develop and support company critical applications.

Job Responsibilities:

-Regularly interact with Team Lead to receive information and updates about product progress and results.

-Analyze & Develop product requirements.

-Integrate third-party APIs with our systems.

Skills:

-PHP7/Laravel/MySQL/MongoDB/Linux/Redis

-Javascript/AngularJS/VueJs

-RESTful APIs

-Design Patterns

-OOP Concepts

-Web application security and optimization concepts

-NoSQL/Key-value Store concept

-OAuth, JWT Authentication

-JSON and XML Third Party API Integration


Requirements:

Masters or BS degree in Computer Science.

3-5 years of experience as a Software Engineer


Please send an updated copy of your resume at syed.rajabalishah10@gmail.com


Shift Timming

Evening 6PM to 2AM

Salary Range: 60k to 75K",https://www.linkedin.com/jobs/view/3066081072/?eBP=JOB_SEARCH_ORGANIC&refId=k7SxbYtUKWIsScx62SqNFg%3D%3D&trackingId=laAy5%2F73UTAoSjPxtPw6zg%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer,EEE Solutionsutions
